Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
gssb_get_temp,'',obc_debug,'-483591395',gssb_msp_cal_temp,'-1834477646 -1986306400',com_set_node,'67933865',drp_clear_gnd_wdt,'',fp_set_cmd_unix,'783013416 520628825 770686054  gG6|R',gssb_msp_get_temp,'',drp_get_vars,'',gssb_antenna_release,'378620012 -531049304 1094842820 -423460153',com_update_status,'',-11,6.569143533706665,444020.0,10608.0
com_reset_wdt,'320225574',gssb_pwr,'1678845218 -1438378671',gssb_msp_get_temp,'',obc_update_status,'',gssb_burn,'',gssb_fss_commit_config,'',com_ping,'145216210',gssb_fss_get_temp,'',com_get_node,'',com_set_node,'539624839',0,9.495409488677979,444020.0,10644.0
set_state,'12006282467179820903 8089917066863244029 -858823747',gssb_unlock_config,'83185968',gssb_msp_cal_temp,'1290412683 -83264840',fp_reset,'',com_update_status,'',gssb_get_model,'',eps_update_status,'',gssb_set_burn_config,'-1533143952 1348595183 -1359162212 -438303748 -150589649 1796472331 1897835141',gssb_get_burn_config,'',help,'',0,7.345797777175903,444020.0,10584.0
obc_get_tle,'',gssb_fss_set_config,'632729684',obc_prop_tle,'-7639553093039919271',obc_debug,'-1597682598',gssb_msp_cal_temp,'-694754320 -499032375',obc_set_pwm_freq,'2111932574 -306495294686758990816287734631131920669',tm_send_all,'8546009977096137555 17663414334567313523',obc_update_status,'',com_set_config,' ?M#@`XhY',gssb_set_addr,'1131335517',0,7.5399956703186035,444020.0,10628.0
obc_update_tle,'',com_update_status,'',drp_set_deployed,'2048403975',com_send_cmd,"'1200890363 ,>'",tm_send_last,'6044487973287138210 10694972893884273181',test,'',tm_send_all,'6711721094787756064 9834014366102624382',obc_get_time,'1576815948',fp_reset,'',com_send_tc,'-1803710769 iVH?!V',-6,8.512513399124146,444020.0,10808.0
obc_set_pwm_freq,'1143373692 -205253015406899768001060375597617931159',tm_parse_status,'',gssb_update_status,'',gssb_fss_get_temp,'',gssb_get_burn_config,'',gssb_msp_cal_temp,'1078254160 1032372231',fp_set_cmd,'-1511294169 1583591574 548581568 1190036485 1133684476 -184026056 -610926384 1996767769  E~O}Ns`QQ',gssb_get_burn_config,'',fp_del_cmd_unix,'488026749',obc_pwm_pwr,'1162086389',-11,6.640311241149902,444020.0,10828.0
fp_set_cmd,"'-2045327672 -1998834547 1576902044 1587091635 1957391744 -1368253261 -1719646254 1814237398 $~UDb"" L=GqwK/3a\'",rw_get_current,'',fp_del_cmd_unix,'-457449707',gssb_set_burn_config,'-2053628070 507583797 -1886049358 -1143129491 802865183 1789264864 1371966464',obc_get_mem,'',tm_send_last,'13799051684893060543 13219398973675351075',com_send_rpt,'-1858453546 e8K(xoDFV#',set_state,'18220306593528258350 522769731203884029 929416590',com_send_data,'8LGC<X',com_get_node,'',-11,6.187077283859253,444020.0,10856.0
obc_get_time,'-1012819581',com_get_config,"'-C}#""g>a'",com_reset_wdt,'-1317304625',gssb_arm_manual,'503945914',com_update_status,'',gssb_set_addr,'1416331080',tm_send_status,'-982687091',tm_set_ack,'9310558893532118817 4645210674974357424',gssb_msp_cal_temp,'-2091268789 -1175042377',gssb_arm_auto,'1697160509',-6,6.882941484451294,444020.0,10584.0
fp_del_cmd_unix,'-2037080959',obc_update_status,'',com_get_node,'',drp_set_var,'-1784533377 -342370788',tm_send_all,'10708754307749254234 9094068443779123543',drp_get_vars,'',fp_set_cmd,'1091194663 -2000702751 -834764125 -1931377898 1122473207 -669764173 -1293087751 749052972 LL =~X',gssb_fss_get_temp,'',gssb_antenna_release,'1383658489 2093962600 1372110363 701596911',gssb_select,'-489629798',-6,6.352556228637695,444020.0,10656.0
com_send_cmd,'172874539 8}#X:',drp_add_hrs_alive,'900442425',gssb_scan,'350625463 -1809169302',obc_reset_wdt,'',obc_get_time,'-1765494853',rw_set_speed,'-1653854840 -195493222',eps_get_config,'',gssb_unlock_config,'-135920403',gssb_set_addr,'790231880',drp_set_deployed,'1871450375',0,7.5834879875183105,444020.0,10492.0
tm_send_all,'16051064578975173823 3918736961387754657',gssb_update_status,'',obc_update_status,'',gssb_set_addr,'1141666064',com_debug,'',gssb_msp_get_temp,'',com_send_data,'(5',gssb_fss_set_config,'-945324717',com_set_node,'1118854546',com_set_node,'1752673567',0,7.4467995166778564,444020.0,10656.0
eps_get_config,'',fp_show,'',rw_get_current,'',obc_set_tle,'-1761205699 l1iJt',com_update_status,'',drp_set_var,'-423314888 -1306187247',obc_set_pwm_duty,'-2012040157 -593501819',gssb_msp_cal_temp,'-1421007268 -61052513',gssb_antenna_release,'1369531072 -970280285 -1125543105 1501753694',gssb_fss_get_sun,'',0,7.395658016204834,444020.0,10492.0
gssb_get_uuid,'',gssb_pwr,'-1191680507 1392975674',fp_del_cmd,'1768213529 1359174176 -985774371 833815274 1474894324 693935473',gssb_get_version,'',tm_parse_status,'',com_send_rpt,'1085290027 c',gssb_get_burn_config,'',gssb_get_temp_int,'',eps_update_status,'',gssb_fss_get_temp,'',-6,6.322143793106079,444020.0,10604.0
fp_set_cmd_unix,'1151432667 2065871383 1589812611 nc&@xAN^4 nSa',rw_set_speed,'2093548064 292834284',obc_debug,'-869753825',fp_show,'',gssb_unlock_config,'-1537425810',obc_update_tle,'',com_set_config,'(|<s$?xm @(InO',tm_send_status,'1808760981',obc_update_tle,'',com_update_status,'',-6,6.273585319519043,444020.0,10632.0
gssb_get_sun,'',com_set_node,'-1506871873',fp_show,'',fp_reset,'',gssb_fss_get_sun,'',rw_get_speed,'',gssb_burn,'',rw_set_speed,'1849771607 -1985872325',gssb_get_version,'',obc_update_tle,'',0,7.2918009757995605,444020.0,10560.0
drp_test_system_vars,'',gssb_reset,'',tm_get_last,'18073779447237278242',gssb_fss_commit_config,'',gssb_pwr,'-1398307836 796887462',gssb_burn,'',tm_set_ack,'5746347342432796984 13220449773553161055',tm_parse_status,'',com_get_node,'',gssb_select,'413922869',0,10.977258682250977,444020.0,10640.0
fp_set_cmd,'-1137657667 1996873884 1276889501 988582113 485077221 859109940 333838301 522225745  ',gssb_burn,'',gssb_get_uuid,'',eps_set_heater,'-1117578666 1837065525',com_debug,'',obc_set_pwm_duty,'-993673731 423120352',tm_send_last,'10334562326590022627 69243916176627270',drp_set_var,'1837562728 1266851061',fp_del_cmd_unix,'1607259426',gssb_fss_commit_config,'',-6,6.756485462188721,444020.0,10592.0
drp_add_hrs_alive,'714855878',drp_set_var,'1908301383 -1941459544',eps_update_status,'',gssb_fss_commit_config,'',com_reset_wdt,'1154112250',tm_send_status,'-1478924464',com_ping,'1781531011',obc_update_tle,'',test,'BC*=Taa',tm_set_ack,'15230706795478736701 2004701614563125033',-6,6.944493532180786,444020.0,10476.0
com_send_tc,'236540707 <Ro',fp_del_cmd_unix,'-351841657',com_update_status,'',gssb_arm_auto,'-405054435',fp_show,'',gssb_set_addr,'847224221',gssb_burn,'',tm_get_last,'15095286125610155971',com_get_config,'E-wr',obc_update_tle,'',-6,7.445430755615234,444020.0,10844.0
init_dummy_sensor,'',com_send_data,'',gssb_update_status,'',init_dummy_sensor,'',gssb_fss_get_temp,'',rw_get_current,'',test,'40$3',gssb_burn,'',obc_update_tle,'',eps_set_heater,'-297390845 913388048',0,7.33032488822937,444020.0,10660.0
fp_del_cmd,'713012951 1043064605 -1544733007 1110107686 -294576471 189181121',obc_get_mem,'',obc_get_tle,'',help,'',obc_reset_wdt,'',drp_set_deployed,'-65682431',drp_add_hrs_alive,'316009067',com_get_config,'?d[v+m',gssb_set_burn_config,'-464237929 -1953813994 -1633549766 -1771831105 1813578939 313510894 790628901',eps_update_status,'',-6,6.200443744659424,444020.0,10704.0
gssb_get_model,'',eps_hard_reset,'',com_send_tc,'1804849990 Q2RZ$',gssb_fss_set_config,'-1088958770',drp_clear_gnd_wdt,'',com_ping,'-1782051929',fp_set_cmd_dt,'-1423827827 1299688895 1970656590 MYlYe [QibT',com_update_status,'',test,'',gssb_msp_get_temp,'',-6,7.399488687515259,444020.0,10620.0
gssb_arm_manual,'-940739828',fp_set_cmd_dt,'-676260071 -734058057 1119443250 *o5I;ZmkS ?w7M',fp_show,'',gssb_get_uuid,'',obc_prop_tle,'-5522161460645264601',com_send_data,'g:&1W9fL2',gssb_arm_manual,'-1878685952',gssb_set_burn_config,'-1885597671 -272105741 -730478350 1234384830 -1800026341 -339727490 -836605516',tm_send_all,'1161418847859344279 1306742173581828115',drp_set_var,'1897295244 84434751',-6,6.299863576889038,444020.0,10844.0
rw_get_speed,'',com_send_tc,'590358632 y`qSw',fp_set_cmd_dt,'641431704 38163695 -749282536  V',gssb_reset,'',gssb_get_sun,'',gssb_msp_cal_temp,'1316262949 627927283',com_get_config,';@Yx]',com_set_node,'1869456931',gssb_arm_auto,'12807574',gssb_arm_manual,'-683942894',-6,7.299790382385254,444020.0,10852.0
com_send_rpt,'306181665 4vA&',com_send_rpt,'135571548 r8[&',gssb_update_status,'',eps_hard_reset,'',test,'(GI)',com_debug,'',eps_update_status,'',com_update_status,'',gssb_burn,'',gssb_reset,'',0,7.381933212280273,444020.0,10848.0
drp_add_hrs_alive,'1220271060',tm_send_status,'-1247417566',com_debug,'',obc_set_tle,"'1136181946 ""@><yn|*/'",eps_hard_reset,'',gssb_msp_cal_temp,'2133240394 -1386573730',com_send_tc,'-1438624928 :SlQH<U',eps_set_heater,'-1733839453 -1552464436',gssb_get_status,'',gssb_arm_auto,'-122917212',-6,6.703866243362427,444020.0,10584.0
com_debug,'',rw_get_speed,'',obc_get_sensors,'',obc_pwm_pwr,'-315360610',drp_test_system_vars,'',set_state,'17945878485285920277 9429522392505089112 -1868123172',drp_set_var,'1997085663 311959480',fp_reset,'',eps_hard_reset,'',fp_set_cmd_dt,'-384763819 -971654452 1568831088 o_mWFm4RZ ir6gthc',-6,10.279531717300415,444020.0,10580.0
gssb_set_addr,'-101835727',rw_get_current,'',obc_reset_wdt,'',gssb_fss_commit_config,'',gssb_fss_get_temp,'',fp_test_params,'679418102 \) -99077961',rw_set_speed,'-1567582482 -880158277',fp_set_cmd_dt,'-314166243 271377879 -1305679900 4<yQ/$*bET /(q',obc_update_status,'',fp_set_cmd,'1810448261 -1167302534 28911878 1200959091 1891725113 132134641 -2095964257 1684636926 TK+ n}',-6,6.684185743331909,444020.0,10748.0
com_send_rpt,'1311363760 ',init_dummy_sensor,'',com_ping,'1462692435',gssb_msp_cal_temp,'223531484 191189126',obc_get_time,'797619978',gssb_update_status,'',tm_send_all,'18108969407610716554 17652675134988100255',help,'',obc_update_status,'',gssb_get_uuid,'',0,9.287227392196655,444020.0,10524.0
drp_get_vars,'',obc_set_pwm_duty,'223280114 591724197',rw_set_speed,'-1648049121 -571783442',gssb_get_model,'',com_send_rpt,'1835828903 .8\l7C!',fp_set_cmd,'-1563676589 -976922678 -1896978708 -214277523 2051349533 -938735295 1228122672 -288620092 R9IK{ |xW',tm_send_from,'6280454185458443376 13286313245646315938 1819730013123982454',obc_pwm_pwr,'-670212468',tm_send_last,'5481203552261050656 500437802347042363',obc_debug,'-694894089',0,7.342233419418335,444020.0,10672.0
gssb_pwr,'1398644392 518629460',com_send_rpt,'-195248490 gQ2ATWW',fp_del_cmd_unix,'61491536',obc_get_sensors,'',gssb_arm_auto,'-1774539557',gssb_fss_commit_config,'',fp_test_params,'-1893309678 c=s;(_u4 -504911898',obc_reset_wdt,'',obc_get_sensors,'',gssb_set_addr,'1236471731',-6,6.368931770324707,444020.0,10548.0
drp_set_var,'-989798101 744472243',eps_set_heater,'-162554753 1524291361',help,'',com_send_tc,'1186267301 T9y#>:>',obc_reset_wdt,'',tm_send_last,'3167125050411853005 9014722618590622750',test,'c66x_u3z',gssb_commit_addr,'',gssb_arm_manual,'1857294824',com_set_node,'-242889132',-6,7.361532688140869,444020.0,10648.0
gssb_arm_manual,'639259856',gssb_get_model,'',obc_get_mem,'',gssb_get_burn_config,'',obc_reset_wdt,'',rw_get_current,'',fp_show,'',help,'',gssb_antenna_release,'734856496 1064673948 -1697014356 1246366756',eps_update_status,'',0,7.276842355728149,444020.0,10584.0
fp_del_cmd_unix,'1852043967',gssb_get_sun,'',fp_del_cmd,'-892099229 -1284284968 761497569 -1218241352 -529860617 -1423013820',fp_set_cmd,'-2095729858 1945921942 1449692939 1458518362 -1160637648 637008148 -1431725850 2061131113 }X3.a8& +;sfxd',help,'',gssb_fss_commit_config,'',help,'',help,'',gssb_set_burn_config,'-1621926605 -543670488 -1406524909 -2070446072 1620257199 698474877 771123539',obc_debug,'-1704104734',-6,6.247294902801514,444020.0,10584.0
obc_get_sensors,'',tm_send_from,'7352012682262670286 3660191201862414030 15675935356315943830',gssb_msp_cal_temp,'-49707339 -87585497',com_get_node,'',gssb_pwr,'438086853 960906572',gssb_burn,'',obc_prop_tle,'-2679966146084842358',gssb_fss_set_config,'-1692821080',gssb_get_burn_config,'',obc_get_mem,'',0,7.323270559310913,444020.0,10580.0
rw_get_current,'',com_send_tc,'-1243722404 u)l3qe_Es',gssb_pwr,'268566218 291947775',gssb_select,'955235423',tm_send_status,'937371729',eps_set_heater,'1931347853 1898007748',tm_send_all,'17977002583565112970 5394549442291498710',tm_send_from,'10081393781587014822 10945966448144699089 16657439756956597235',gssb_set_burn_config,'60656882 -1002025451 559354365 937604940 624494809 -969355477 -1275780533',tm_send_from,'14389937614538343592 10402872120367724363 4998897516654101174',-6,7.274641990661621,444020.0,10584.0
tm_send_last,'3779340114825299691 10086233703564770087',com_send_data,';UV;Y',gssb_msp_cal_temp,'-1862852165 1761062033',com_get_node,'',tm_send_status,'1281922888',com_get_config,'',eps_update_status,'',gssb_antenna_release,'644382580 333275181 -1492047063 40303454',tm_send_all,'18412373323256146151 11576068590560261472',obc_update_tle,'',-6,7.293445110321045,444020.0,10564.0
help,'',fp_del_cmd_unix,'-30049334',obc_get_mem,'',gssb_get_burn_config,'',tm_send_from,'5402505288984545346 6952705459335341880 18346475196275771227',eps_update_status,'',obc_ident,'',drp_test_system_vars,'',obc_set_pwm_duty,'-1558930809 -920669853',gssb_get_temp_int,'',-6,6.32088303565979,444020.0,10588.0
gssb_reset,'',obc_reset_wdt,'',obc_set_pwm_freq,'-185138380 13163424577520065371909366890708820090',com_get_config,'Q9=0-Qx}',init_dummy_sensor,'',com_send_tc,'165558661 fD',gssb_unlock_config,'883651233',tm_parse_status,'',gssb_update_status,'',drp_clear_gnd_wdt,'',-6,7.53467583656311,444020.0,10560.0
com_send_tc,'1989453647 &R<)',gssb_msp_cal_temp,'-1702888373 -1082759742',fp_reset,'',obc_update_tle,'',gssb_arm_auto,'806253732',gssb_get_sun,'',gssb_arm_auto,'-1047304719',fp_del_cmd,'1666381164 -1128251121 107806843 1737923771 1742169043 668097137',obc_ident,'',obc_ident,'',-6,7.286585807800293,444020.0,10588.0
com_set_config,'4<%uuId!v +Gc\9ABB',rw_get_current,'',tm_get_last,'9500206293427609623',obc_reset_wdt,'',tm_set_ack,'7494092836047078477 9795313016418562198',com_send_data,'=xWxa0'>K',fp_set_cmd_unix,'1775692857 2040294098 -1346508544 E I6]wqdp%O'',com_send_cmd,'-19164305 UX.xKG',eps_update_status,'',fp_set_cmd_dt,'-743240104 1921928373 -1528334403 ~bKPOZ+bE# .Ib',-11,7.729844331741333,444020.0,10564.0
gssb_get_status,'',fp_show,'',gssb_set_burn_config,'-69764941 -702792287 -1518432297 -51766398 -1315491276 -463218838 181128853',gssb_fss_set_config,'-1201590395',obc_get_time,'-1252097253',rw_get_current,'',gssb_get_temp_int,'',gssb_get_temp,'',gssb_arm_auto,'92044524',fp_del_cmd_unix,'-249854688',-6,6.837957143783569,444020.0,10536.0
com_send_rpt,'-1464856658 2',gssb_arm_auto,'-1834195547',eps_hard_reset,'',gssb_burn,'',tm_send_from,'16537568908517868307 763562565435942416 17406992241397412176',fp_reset,'',com_send_cmd,'-339054270 T9Cs{',tm_send_last,'11119963316445357579 12446511477921253519',init_dummy_sensor,'',gssb_fss_get_sun,'',0,7.4776930809021,444020.0,10592.0
gssb_fss_set_config,'-507736310',gssb_reset,'',gssb_reset,'',tm_send_last,'8687173117865188794 9422700136666122224',gssb_get_status,'',gssb_arm_auto,'1409907896',drp_set_var,'2051517536 1318525927',obc_get_time,'443680941',fp_set_cmd_dt,"'1678949107 -1498044835 -83404521 WrXi&>4 ""H#4'",test,"'_g9z,Y'",-11,6.731324672698975,444020.0,10676.0
gssb_msp_cal_temp,'995644578 1679321050',obc_get_sensors,'',com_ping,'2107978295',fp_set_cmd,'1882227123 963009441 1059852469 -1920262356 602710515 1765334986 2043630047 -1160992610 C_x !&bi(J<',drp_set_deployed,'-569813865',eps_set_heater,'378611474 -1436775427',com_send_tc,"'-197277601 ""piT'j]s'",eps_update_status,'',gssb_burn,'',com_send_data,'C+MNFAW\3*',-11,9.584712028503418,444020.0,10628.0
fp_show,'',obc_prop_tle,'5576254073387282682',com_debug,'',drp_set_var,'-1299122075 -357443056',drp_test_system_vars,'',gssb_antenna_release,'256635356 -226779921 -576755646 368713544',eps_get_hk,'',obc_set_pwm_freq,'631262166 209887434814486630238519527055650229819',gssb_antenna_release,'391852823 -108526812 -894988883 -1080633375',fp_set_cmd_dt,'1158986828 10334433 -186013605 XP iY?~[EBN~',-6,10.234307289123535,444020.0,10656.0
gssb_commit_addr,'',obc_update_status,'',gssb_fss_get_sun,'',gssb_commit_addr,'',obc_set_pwm_freq,'-586797231 -133196467305758159681016825725277394026',obc_get_tle,'',gssb_get_model,'',gssb_fss_get_sun,'',init_dummy_sensor,'',fp_del_cmd,'2060372774 989660600 -797179264 -66876571 30779998 1962497726',-6,6.867273330688477,444020.0,10568.0
obc_set_pwm_freq,'1176356000 -17734915864071104294623386229634829787',test,"'IE""/G9E8Nl'",obc_update_tle,'',com_get_node,'',fp_set_cmd_unix,'244535800 1181450152 -2060363053 7 iQsRbRe%V',gssb_reset,'',rw_get_current,'',rw_set_speed,'-1486685415 2140873390',tm_send_all,'18410920389890394816 18107735527213093003',obc_update_tle,'',-11,6.651192665100098,444020.0,10704.0
drp_ebf,'979913237',gssb_msp_cal_temp,'-1042122362 -1368442333',gssb_msp_get_temp,'',gssb_get_status,'',drp_test_system_vars,'',com_send_rpt,'1030155158 1Oa[6BWrR',obc_debug,'1283398031',fp_set_cmd,'127584244 -1536929498 -2117441710 -1594877644 1568178032 1201286684 -1546735397 1236445049 LLk=/b-0.3 bm',gssb_select,'-862698257',rw_get_current,'',0,10.794345140457153,444020.0,10584.0
tm_set_ack,'2337190337406453527 2478751419048526613',drp_add_hrs_alive,'848747233',eps_update_status,'',drp_add_hrs_alive,'755853296',gssb_reset,'',com_get_config,'U',help,'',obc_update_tle,'',obc_update_tle,'',gssb_get_burn_config,'',0,7.416605472564697,444020.0,10580.0
obc_get_sensors,'',obc_update_status,'',eps_hard_reset,'',obc_reset_wdt,'',drp_test_system_vars,'',drp_set_deployed,'-1513430758',tm_parse_status,'',com_send_rpt,'1568672946 NO:*+o',obc_reset_wdt,'',gssb_unlock_config,'-964434837',0,11.017037868499756,444020.0,10612.0
com_debug,'',com_send_cmd,'-947330143 NPA!j!`aI',eps_hard_reset,'',gssb_get_version,'',tm_send_from,'7643287995188460612 5364499480406435957 6461882689109500877',drp_add_hrs_alive,'764578643',com_reset_wdt,'-1442791956',fp_reset,'',fp_show,'',eps_set_heater,'1803560546 288546593',0,7.2549519538879395,444020.0,10788.0
fp_set_cmd_unix,'-824823202 -566394264 -594159964 S9v >I?&iJS{',fp_del_cmd,'-1391777006 1317594552 1534464517 -1569203371 -600643989 -153651072',gssb_fss_get_temp,'',gssb_select,'-1018258926',gssb_reset,'',fp_set_cmd,'-175908241 1842626955 453219916 176786884 -1023257059 -428031880 1107437697 1598942342 2/Wi!'k R@M3Cy',gssb_commit_addr,'',gssb_set_burn_config,'300956759 1938089399 -1827798923 1507782607 -488356461 474289061 -245686396',test,'D1ca',eps_hard_reset,'',-6,6.28849983215332,444020.0,10900.0
rw_set_speed,'-981124303 -46756146',com_send_data,'',obc_set_pwm_duty,'500818855 1932068810',gssb_fss_commit_config,'',com_send_tc,'-1073490251 )',gssb_get_temp,'',tm_send_from,'4086685095402229910 8211947796159832986 13955563144557457518',gssb_get_status,'',gssb_fss_commit_config,'',gssb_arm_auto,'-1934162343',-6,7.71220850944519,444020.0,10648.0
gssb_antenna_release,'27640614 794465102 -1006684696 2007326981',gssb_get_temp_int,'',com_get_config,'-ET1PDY',gssb_get_status,'',obc_get_time,'93813076',fp_set_cmd_dt,"'-2135586067 79190318 1278834149  PV""k!l~'",gssb_burn,'',com_reset_wdt,'-2106497974',gssb_get_model,'',com_send_cmd,'-319349527 @[p5r&=(',-11,6.7215728759765625,444020.0,10624.0
gssb_reset,'',obc_ident,'',obc_get_mem,'',obc_set_pwm_freq,'2018266968 -288272292144938108833562314929543203473',com_send_rpt,'-1466637867 hUAK2:jyx',obc_set_tle,'1563671872 142qR8H$bR',obc_debug,'-995317200',gssb_unlock_config,'829913390',gssb_get_temp_int,'',com_get_config,'y|H|iZ^',0,7.277687311172485,444020.0,10552.0
fp_set_cmd_dt,'-1803138146 -574956330 -1421742654 T`Ya4WOE s#U?E',com_ping,'261373461',rw_get_current,'',obc_get_tle,'',obc_set_tle,'-72814936 P-8',com_send_cmd,'230998061 mn%Tu2hi~(',gssb_get_version,'',com_get_config,'>-Tb',gssb_unlock_config,'-632467536',drp_ebf,'-718964294',-6,6.619089841842651,444020.0,10752.0
drp_get_vars,'',drp_test_system_vars,'',drp_get_vars,'',tm_send_last,'15766072329701704343 11072597544799245206',eps_set_heater,'1672832038 1280727090',gssb_get_uuid,'',gssb_select,'2069886635',drp_clear_gnd_wdt,'',obc_get_mem,'',obc_get_mem,'',0,10.2579026222229,444020.0,10640.0
com_send_cmd,"'-358767582 BsgsEo""g'",gssb_select,'-1196047912',gssb_get_version,'',obc_set_tle,'-2141610085 m9a',obc_get_sensors,'',gssb_get_uuid,'',drp_set_deployed,'641235942',com_set_node,'786173510',eps_update_status,'',gssb_arm_auto,'-1168718368',0,7.303962230682373,444020.0,10816.0
com_reset_wdt,'-1412275440',fp_set_cmd,"'10546950 1533078162 -1846051174 465671214 -1210467506 -2137335950 -1121224686 516102596 zoL@7G_wU, '",tm_parse_status,'',com_get_config,'s{J',gssb_msp_cal_temp,'-542815385 1059458350',eps_update_status,'',fp_set_cmd_unix,'-64004636 -293432234 991364495  YijQ&',gssb_pwr,'743333404 887418663',eps_get_hk,'',fp_del_cmd,'-1429786956 1337874182 -1595002695 1681747098 -760613265 1092006565',-6,6.299147367477417,444020.0,10592.0
com_get_node,'',gssb_commit_addr,'',fp_reset,'',gssb_get_burn_config,'',gssb_get_status,'',gssb_get_burn_config,'',gssb_fss_set_config,'-36781718',obc_debug,'1267451051',com_set_node,'-1863783060',eps_get_hk,'',0,7.359248638153076,444020.0,10844.0
eps_update_status,'',com_ping,'-1286914563',com_send_cmd,"'-4020689 -lf""+A09@'",fp_del_cmd,'1453330179 1335090298 -2033071257 713381612 -333679459 -1656231071',fp_set_cmd,'-161367399 -1637575894 -340998076 516129968 -1396478546 813642091 1971204539 -665954204 ]&]Sq BsF^2nIS',gssb_scan,'-757364330 -346250059',gssb_get_sun,'',gssb_get_sun,'',eps_hard_reset,'',eps_hard_reset,'',-6,10.309396505355835,444020.0,10648.0
gssb_msp_get_temp,'',obc_get_time,'1968250092',gssb_get_temp,'',drp_set_var,'2093201751 627596257',gssb_get_status,'',gssb_set_addr,'-1701071426',obc_prop_tle,'1553583758941017222',gssb_msp_cal_temp,'-11251312 108516702',eps_get_config,'',gssb_commit_addr,'',0,7.2593889236450195,444020.0,10684.0
tm_send_from,'7788011345067976932 6993751960550101536 10263892586593647123',gssb_unlock_config,'-968920036',gssb_get_version,'',tm_send_from,'18353263903751059109 998483553849058610 1029965502716149330',gssb_fss_commit_config,'',rw_get_speed,'',drp_clear_gnd_wdt,'',gssb_get_burn_config,'',eps_set_heater,'914002859 926427129',gssb_reset,'',0,7.484909772872925,444020.0,10896.0
obc_set_tle,'-393845762 =g.HT|ES!',gssb_fss_get_sun,'',eps_get_config,'',gssb_select,'1785692941',obc_get_sensors,'',drp_get_vars,'',obc_get_mem,'',obc_debug,'-1435883247',drp_set_var,'2023356386 2087553103',gssb_fss_get_temp,'',0,7.2212371826171875,444020.0,10720.0
gssb_get_temp_int,'',rw_get_current,'',obc_update_tle,'',com_ping,'-206873878',drp_clear_gnd_wdt,'',fp_set_cmd_dt,'-376262179 -905122276 -1820204777 g _ldr',gssb_arm_manual,'-511084839',gssb_get_version,'',drp_ebf,'-1394153380',com_get_config,'`o!D',-11,9.543686389923096,444020.0,10536.0
com_ping,'-1006360024',obc_get_time,'-1512264629',obc_get_sensors,'',tm_send_all,'5532046601585700180 6576778012577975768',gssb_msp_get_temp,'',com_send_tc,'1195911434 &.x2q`',gssb_msp_cal_temp,'1423918361 354689926',gssb_burn,'',gssb_set_addr,'465871455',test,'p!L(ShYXOz',-6,10.220041513442993,444020.0,10840.0
tm_send_all,'10973578789093438215 246811132666866118',com_send_data,'',tm_send_from,'8559107426453972652 3010997173773225073 18048870000272404094',gssb_reset,'',gssb_fss_get_sun,'',com_get_config,'G8V5\X',gssb_arm_auto,'985407596',obc_debug,'1840726314',obc_update_status,'',gssb_pwr,'-1045453819 -1017603997',0,7.281559944152832,444020.0,10584.0
eps_set_heater,'2079543881 -549923494',gssb_get_burn_config,'',drp_set_deployed,'82399107',set_state,'10621984352874165726 6154421158994110035 1912976235',rw_get_current,'',tm_send_last,'6573562404847433149 1431118774372352084',com_set_node,'-300788169',rw_set_speed,'1870851576 732852202',set_state,'4553976222372664809 7869560623001634431 1318607455',drp_ebf,'-984975098',0,7.364811182022095,444020.0,10800.0
gssb_arm_manual,'539042333',obc_prop_tle,'-7663536783392644932',rw_set_speed,'-927175402 -1738784504',com_send_cmd,'-804266248 hh',test,'^',gssb_get_temp_int,'',drp_get_vars,'',set_state,'15805939074643362768 12876565366493405230 -1054458708',obc_get_mem,'',drp_set_deployed,'2006441156',0,7.595123767852783,444020.0,10844.0
com_send_data,'t_+',gssb_msp_cal_temp,'-97492468 -1289864206',drp_clear_gnd_wdt,'',obc_ident,'',gssb_reset,'',com_send_rpt,'-2115140881 OPe(o\',obc_set_pwm_freq,'1775944345 50013037984266304830801010597036534490',drp_get_vars,'',eps_set_heater,'-1685143441 2003710965',drp_set_var,'1173611925 515480076',0,7.542288064956665,444020.0,10576.0
gssb_antenna_release,'1235674708 1653519918 -713040272 -637858704',gssb_fss_get_temp,'',obc_update_tle,'',com_set_node,'540430725',obc_get_time,'1623822326',drp_set_deployed,'1798566262',drp_set_deployed,'391371456',fp_del_cmd,'-1596749617 1399658884 88851244 1916234108 -1089456354 -1200322971',gssb_scan,'79367171 611951094',init_dummy_sensor,'',-11,6.940611839294434,444020.0,10752.0
obc_set_tle,'1510121994 -p',gssb_set_addr,'1723419244',fp_del_cmd,'-730082773 14857883 -540805649 -600368180 -927000403 1019639332',tm_send_all,'16271898867651929455 8131354810173543294',tm_parse_status,'',gssb_reset,'',help,'',gssb_fss_get_temp,'',com_send_rpt,'1697985238 6Ky[RRO7',gssb_arm_auto,'-1542853143',-6,6.546875953674316,444020.0,10868.0
drp_clear_gnd_wdt,'',com_get_node,'',drp_ebf,'-1985208610',gssb_get_version,'',com_set_node,'1882523772',eps_get_hk,'',gssb_fss_commit_config,'',gssb_unlock_config,'-1963135874',drp_test_system_vars,'',drp_get_vars,'',0,10.324594736099243,444020.0,10580.0
