Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Command,Parameters,Exit Code,Total Time,Virtual Memory (kB),Real Memory (kB)
rw_get_current,'',com_debug,'',obc_get_tle,'',obc_set_pwm_duty,'-465824038 1361619307',fp_set_cmd_dt,"'1886224382 40645051 1791238963  Q""'",com_send_data,';n4$s',obc_update_status,'',com_reset_wdt,'1313436289',fp_set_cmd,'864040113 1568166161 1346063310 -14083917 545925281 -1482953672 -1774627158 -594387938 m{DCn *knsdIvT',drp_get_vars,'',-6,6.499991416931152,444020.0,10628.0
gssb_msp_get_temp,'',gssb_get_status,'',gssb_get_model,'',help,'',gssb_msp_get_temp,'',gssb_fss_set_config,'1802607284',gssb_scan,'-162663753 -2068567631',gssb_set_burn_config,'976520199 907463713 1880002490 -1158594407 1731144003 -2049877954 -1803859208',drp_set_deployed,'-2017219208',gssb_scan,'913138561 859483244',0,7.255694627761841,444020.0,10600.0
gssb_get_status,'',gssb_fss_get_temp,'',fp_show,'',tm_send_from,'11904231239514501609 8419943692492868724 13324758541801905431',help,'',rw_set_speed,'1897630489 -1223755713',com_set_node,'-868205492',gssb_arm_auto,'1013565042',gssb_commit_addr,'',tm_send_from,'15091424083110875992 17518985315876804275 10097230825895388062',0,7.4195592403411865,444020.0,10836.0
fp_set_cmd_unix,"'-1784516457 -533848675 -642885741 xSd'z ?&Pw(j""<>4'",eps_get_config,'',rw_set_speed,'-961955157 -1378669507',gssb_set_burn_config,'-516395850 804161782 124875297 -264986870 1363635336 -234478754 -378737772',gssb_get_model,'',com_set_config,'Gp*!eX]N X.J[hj:t8',gssb_pwr,'-545851531 1366345753',com_set_node,'-277306168',drp_add_hrs_alive,'-22271037',gssb_reset,'',-6,6.267511606216431,444020.0,10800.0
eps_get_hk,'',obc_prop_tle,'3793864058801470695',tm_parse_status,'',com_reset_wdt,'1992916570',com_set_config,'%?j.Pm. Uhe94m98',fp_show,'',fp_del_cmd_unix,'1383168810',drp_ebf,'-843801326',com_send_tc,'-2023984309 U9',init_dummy_sensor,'',-6,6.631936550140381,444020.0,10552.0
obc_set_pwm_freq,'1251358222 280317413814329891752872563009122109868',com_debug,'',com_debug,'',gssb_scan,'-1179438230 1034830988',obc_update_status,'',com_send_data,'m8Z3:ga{?V',obc_update_status,'',gssb_get_uuid,'',drp_set_deployed,'617490140',gssb_scan,'-277621216 -35797887',0,7.418615341186523,444020.0,10816.0
eps_update_status,'',drp_set_var,'857377993 1522639715',help,'',help,'',drp_ebf,'-1306446948',drp_ebf,'1206254173',gssb_set_addr,'-1150868941',obc_get_sensors,'',eps_get_hk,'',com_update_status,'',0,7.266529083251953,444020.0,10548.0
fp_set_cmd_unix,'1830688103 -999129118 -416263027 +s akOs:6vw'',gssb_get_temp_int,'',drp_clear_gnd_wdt,'',obc_get_time,'143630459',obc_get_sensors,'',gssb_fss_commit_config,'',com_debug,'',obc_update_tle,'',obc_prop_tle,'-4881631859031675607',drp_clear_gnd_wdt,'',-6,6.395862340927124,444020.0,10884.0
gssb_get_model,'',obc_ident,'',obc_get_sensors,'',drp_test_system_vars,'',gssb_pwr,'535934710 785051138',obc_pwm_pwr,'-1253920496',help,'',gssb_reset,'',fp_reset,'',gssb_burn,'',0,10.856674909591675,444020.0,10872.0
gssb_get_status,'',gssb_get_version,'',com_send_tc,"'2017423020 D4`5E$,'",com_get_node,'',gssb_get_model,'',tm_send_status,'-723577258',tm_set_ack,'8941608296667971776 17015337436537753014',gssb_reset,'',com_get_config,'',obc_debug,'-666899977',-6,7.377180576324463,444020.0,10580.0
tm_send_last,'5513518448808515135 3089662163839728221',gssb_commit_addr,'',gssb_get_sun,'',com_set_config,"'GMlp pFP@w""""'",drp_clear_gnd_wdt,'',gssb_antenna_release,'-1816645638 -951452937 1010369564 890996217',obc_ident,'',obc_get_sensors,'',test,'/|edM',eps_get_config,'',0,7.416722536087036,444020.0,10644.0
tm_send_from,'15687660111706110793 13157191919052568477 6486502114963151988',gssb_reset,'',com_send_cmd,'-1979819417 @)r',gssb_fss_set_config,'127072930',drp_set_deployed,'1531600059',com_update_status,'',gssb_antenna_release,'-1929129294 -1611989937 -1056755695 -1315828987',eps_update_status,'',gssb_get_uuid,'',gssb_get_status,'',0,7.25339412689209,444020.0,10660.0
rw_get_speed,'',tm_send_last,'1936175728030961362 9857950918757554712',rw_get_current,'',help,'',com_get_node,'',gssb_get_version,'',gssb_msp_cal_temp,'1763712912 1459367054',obc_update_status,'',gssb_reset,'',gssb_fss_set_config,'-491239926',0,7.193495512008667,444020.0,10896.0
fp_set_cmd_dt,'-179500001 1216074484 92535193 DPb }',drp_clear_gnd_wdt,'',drp_set_deployed,'2079074326',gssb_commit_addr,'',gssb_set_addr,'2075133322',gssb_scan,'-681199737 1155426421',gssb_fss_commit_config,'',tm_send_from,'11185264139857966388 18024793072591772935 5029668742647294508',com_get_node,'',com_send_data,'/t8{F',-6,6.299449443817139,444020.0,10604.0
gssb_fss_get_temp,'',fp_set_cmd_dt,"'-1247101167 1368634598 463543770 X/""o#yX/aC YNT,h`&9'",com_set_config,"' l.,f7gx?'",gssb_msp_cal_temp,'2025871342 -21411039',com_get_node,'',eps_get_config,'',drp_set_var,'2114668790 2047290278',eps_set_heater,'-2119577413 -372607380',com_send_data,'X+',tm_parse_status,'',-6,6.41028904914856,444020.0,10884.0
obc_debug,'-234218076',drp_add_hrs_alive,'760668405',obc_reset_wdt,'',drp_ebf,'1015208200',obc_pwm_pwr,'85811142',gssb_pwr,'471955041 -352934379',fp_set_cmd_dt,'537913517 1582763897 818999769 AW[S z',obc_set_pwm_freq,'-1258284945 -254335241612268413601711228950424958451',obc_debug,'-1715502593',gssb_get_temp_int,'',-11,6.855133533477783,444020.0,10600.0
fp_set_cmd,'-1118143074 -2083747627 -1532004426 -1763001354 -1354695164 -1011049915 2024579936 -2138994563 *vUns* \qWz',drp_add_hrs_alive,'-1056240795',gssb_reset,'',drp_set_var,'-235711916 397859237',obc_get_mem,'',gssb_set_burn_config,'1166648480 1135446747 2045378493 1743056341 -1983254138 561567920 2080435246',set_state,'12656294851120717776 9846293701091099089 8676637',init_dummy_sensor,'',gssb_unlock_config,'-1418169882',gssb_get_uuid,'',-6,6.442347764968872,444020.0,10888.0
tm_parse_status,'',gssb_set_addr,'1217933419',fp_show,'',help,'',fp_set_cmd,"'-145508878 235119617 1376564972 2143872517 1985674453 805598496 -1649262865 -1216236012 R>Lc,P y0VL2N'",com_set_node,'-569623329',drp_clear_gnd_wdt,'',obc_prop_tle,'2685106693950936960',gssb_get_version,'',init_dummy_sensor,'',-11,6.586299419403076,444020.0,10604.0
gssb_fss_get_temp,'',fp_del_cmd,'1182162833 -629146930 1712426747 2065930263 880192478 77044442',com_get_node,'',drp_set_deployed,'1004086309',gssb_fss_get_temp,'',drp_add_hrs_alive,'448198047',obc_reset_wdt,'',obc_set_pwm_duty,'-1611982337 -1477158501',gssb_arm_auto,'1239776669',init_dummy_sensor,'',-11,6.4405741691589355,444020.0,10552.0
obc_update_status,'',fp_reset,'',fp_set_cmd_unix,'936224372 -2004090644 -1276556565 Ao6/\&S? ',obc_set_tle,'-1609201720 PKw',fp_test_params,'-153167510 [W{_\0FG! 1951943015',com_get_config,'~F',gssb_arm_manual,'894910526',obc_set_pwm_freq,'1242813655 -159805416250304253690461913664398829527',drp_get_vars,'',com_get_config,'!BO|~*p',-6,6.537154674530029,444020.0,10492.0
obc_set_tle,"'-1647320524 uf,_u9''",tm_send_last,'1984627211239892409 5709312346944524606',tm_set_ack,'16857717594942201548 10636870487865571975',gssb_commit_addr,'',tm_send_status,'-1307683348',eps_hard_reset,'',fp_del_cmd_unix,'34069193',fp_test_params,"'696174357 -Oyy""=9Q4# 1263212539'",com_get_config,'me:',drp_clear_gnd_wdt,'',-6,6.729564905166626,444020.0,10848.0
gssb_update_status,'',obc_pwm_pwr,'-604235203',gssb_select,'-1258391422',tm_set_ack,'10238682812657281360 14946613440045462721',obc_get_time,'-1129656725',drp_add_hrs_alive,'1379720188',gssb_pwr,'-30187755 -1233451207',gssb_get_sun,'',com_get_node,'',drp_get_vars,'',0,7.651455640792847,444020.0,10864.0
gssb_get_model,'',eps_get_config,'',com_get_config,'[Z',gssb_commit_addr,'',gssb_msp_cal_temp,'976561904 -2053009469',tm_send_status,'-655796596',gssb_arm_auto,'1845577589',eps_hard_reset,'',help,'',gssb_set_addr,'-2131121225',-6,6.709958553314209,444020.0,10720.0
com_set_config,'Z@1$^fn1-$ kWe#',help,'',gssb_msp_get_temp,'',gssb_commit_addr,'',obc_get_time,'1450195444',gssb_update_status,'',gssb_arm_manual,'-572275629',tm_get_last,'17599389333439706627',com_get_node,'',gssb_fss_get_temp,'',0,7.465938329696655,444020.0,10540.0
help,'',drp_set_deployed,'-1260182828',gssb_set_addr,'-2062221278',tm_send_from,'5267623314858515475 16615444613955578773 17702175509816775535',tm_send_status,'-1478739218',tm_send_status,'2116947438',obc_update_tle,'',drp_test_system_vars,'',com_send_tc,'-1382312641 y',gssb_scan,'-995940125 -1929781678',-6,6.870849847793579,444020.0,10724.0
com_get_config,'fB6~K',test,'TPD#',drp_clear_gnd_wdt,'',gssb_get_temp,'',com_set_node,'1055463146',com_set_node,'619158215',com_send_rpt,'-1092839606 qfPE#HcX',gssb_reset,'',eps_update_status,'',com_send_data,'XcHAy9O=*~',0,7.694603204727173,444020.0,10564.0
obc_debug,'1299944858',gssb_get_uuid,'',obc_set_pwm_duty,'-2105732850 353647360',gssb_fss_commit_config,'',com_send_data,"'"";WkH(BXsq'",fp_set_cmd_dt,'1554555652 428239018 1492744889 [-= sVgko~j0',gssb_burn,'',obc_debug,'1140776701',com_debug,'',rw_set_speed,'1806620182 -1952506447',-11,7.5350501537323,444020.0,10492.0
eps_set_heater,'764574411 1390279893',obc_update_status,'',tm_parse_status,'',tm_set_ack,'7602011511116267435 7379308160790340603',drp_add_hrs_alive,'1730886012',gssb_set_burn_config,'-1467944357 1707942990 1455406521 796483755 310657006 -386174453 1472100011',obc_get_time,'-677927403',obc_update_tle,'',fp_show,'',fp_del_cmd_unix,'2103801189',-6,6.919102191925049,444020.0,10868.0
init_dummy_sensor,'',com_update_status,'',fp_set_cmd_dt,'1703332716 -1789753342 -1143886481 -B[iA9[A4 $5TY%FL',obc_update_tle,'',gssb_get_sun,'',eps_get_hk,'',tm_send_all,'16576785741090173017 12495096630417207170',rw_set_speed,'-948321649 1346718839',obc_update_status,'',gssb_get_burn_config,'',-6,6.391070604324341,444020.0,10880.0
drp_set_var,'916784912 -1458197233',fp_show,'',com_send_rpt,'-901917678 5:%',obc_get_tle,'',gssb_set_addr,'-1434859037',tm_get_last,'5125837699569136046',gssb_set_addr,'-1419339557',eps_get_config,'',gssb_fss_get_temp,'',obc_set_pwm_freq,'-1473842636 -201282631705069301360431786758694234899',0,7.287694215774536,444020.0,10868.0
com_get_node,'',gssb_msp_get_temp,'',init_dummy_sensor,'',obc_set_pwm_duty,'-1181343822 38519040',drp_set_var,'-1181981963 -1189589381',com_set_config,'@;m PE]d',gssb_antenna_release,'659374906 -1805985763 841029199 -1553567242',gssb_commit_addr,'',tm_send_last,'11230733870563450798 6330744619687758429',com_get_node,'',0,7.336377382278442,444020.0,10892.0
obc_set_pwm_duty,'-2034282206 -1762993640',com_get_config,'8GS',obc_set_pwm_freq,'-937741921 70977172320943579115317097105208647173',eps_update_status,'',test,'wE~A',gssb_scan,'2093474141 -1364010080',gssb_commit_addr,'',eps_get_config,'',tm_get_last,'8787431027794329459',gssb_msp_get_temp,'',0,7.455028772354126,444020.0,10664.0
tm_send_from,'2773678498128501771 16098013876057010220 14253650172560458188',rw_get_current,'',set_state,'13648283810218054105 9729313103830346533 721284541',gssb_fss_get_temp,'',help,'',com_send_cmd,'-1057080879 Vm.5YKl[h',gssb_fss_commit_config,'',drp_get_vars,'',eps_get_hk,'',gssb_arm_auto,'1048926272',0,7.473075866699219,444020.0,10572.0
com_ping,'2109486831',com_update_status,'',obc_set_tle,'-1724539472 _[Nns^m',fp_set_cmd,'-881479957 258021256 -386289733 -2141956110 -2110873849 -1204400781 -1068130052 -1084724442  u',obc_pwm_pwr,'275308304',com_debug,'',drp_add_hrs_alive,'-516591148',com_ping,'1914246942',obc_update_tle,'',obc_reset_wdt,'',-6,9.421728610992432,444020.0,10840.0
eps_set_heater,'201907504 -1563074156',com_send_data,'E[t3dB$b'',gssb_get_uuid,'',tm_set_ack,'11334040291819426963 13296039874853419659',gssb_get_temp,'',com_reset_wdt,'-1568768758',obc_prop_tle,'-3994004171326938768',obc_debug,'-1301896907',fp_set_cmd_dt,'40445570 371371773 -380911289 N#>e HV',tm_set_ack,'3120772807472490531 3542974033257913088',0,7.271690845489502,444020.0,10844.0
gssb_get_model,'',gssb_msp_get_temp,'',obc_set_pwm_freq,'1142677461 -141775705244717176141778251373031898761',com_update_status,'',obc_set_pwm_freq,'-924261933 -81134946225087436853540254319385462507',gssb_set_addr,'-914910888',obc_prop_tle,'-3409114394607179621',gssb_get_uuid,'',gssb_fss_get_temp,'',obc_set_pwm_duty,'176868076 -1438462937',0,7.321002960205078,444020.0,10600.0
gssb_get_version,'',rw_get_current,'',gssb_arm_auto,'-985988283',gssb_update_status,'',rw_set_speed,'680045240 -1927182876',com_ping,'-1597096837',init_dummy_sensor,'',obc_update_tle,'',test,'?.',rw_get_current,'',0,9.498714685440063,444020.0,10892.0
obc_get_mem,'',gssb_select,'-1864432169',fp_set_cmd_unix,'1791255108 1003326365 967897697  ++P)/JD',gssb_msp_cal_temp,'-487732744 -1095172078',gssb_get_temp_int,'',gssb_get_version,'',gssb_arm_manual,'1220851455',obc_ident,'',com_debug,'',gssb_get_status,'',-6,6.442941904067993,444020.0,10724.0
gssb_arm_auto,'-131612494',drp_set_var,'-356477901 1272543193',gssb_get_status,'',com_debug,'',test,'Nq:50m',rw_get_current,'',gssb_select,'-1111386959',com_ping,'1093104814',com_reset_wdt,'-1793763405',fp_test_params,'-781743989 Ry\EPlS 936796827',0,9.528930902481079,444020.0,10848.0
obc_update_status,'',com_ping,'-626783076',fp_set_cmd,'1764083354 763659098 1854846995 -2050073604 1980493651 819218448 1012771252 -652627944 d Yea8\HoT',gssb_scan,'4809405 -1138927577',rw_set_speed,'1197815621 -40681592',rw_get_current,'',obc_update_tle,'',gssb_scan,'-1345859688 -2060757251',help,'',tm_send_from,'12118929907282736866 2664555146228904963 3132136226610108382',-11,9.413873195648193,444020.0,10896.0
gssb_get_version,'',obc_get_tle,'',gssb_burn,'',drp_set_deployed,'260454392',gssb_get_version,'',fp_set_cmd,'1815895712 -917203022 1010872377 1608322395 -1650156710 -1353221076 136511729 926319028 7`% o3.W[gMSJp',gssb_fss_get_temp,'',com_send_data,'`JP',fp_test_params,'-860689430 U:^ru*{s -778228631',tm_set_ack,'7353096032443931522 3226938770477515479',-11,6.642621755599976,444020.0,10832.0
eps_set_heater,'-820546841 1527794197',eps_get_hk,'',fp_set_cmd_unix,'-2027137398 1782100850 1067057489 ^{2ydaJ#5 =^jI>/',obc_get_tle,'',fp_del_cmd,'-105408930 1753128818 1150740497 786533442 1742718974 -1555902478',drp_ebf,'2138996552',gssb_set_burn_config,'-1644089680 -2058655644 -1901275006 1429616908 -883446253 -1927869073 808027731',obc_update_tle,'',obc_get_mem,'',drp_get_vars,'',-6,6.328115463256836,444020.0,10680.0
rw_get_current,'',eps_set_heater,'-668764772 -579435625',gssb_set_addr,'834213125',obc_update_tle,'',gssb_fss_get_temp,'',fp_set_cmd_dt,'1490658619 -333850267 936044339 @eJc]+3I tj',fp_show,'',obc_prop_tle,'-4210169858554018897',gssb_fss_set_config,'-554990450',drp_test_system_vars,'',-11,6.720541954040527,444020.0,10848.0
gssb_get_model,'',gssb_set_addr,'-1331634695',com_send_data,'xC|',tm_get_last,'3151220181454949250',eps_update_status,'',fp_test_params,"'612882708 8"" 2029150483'",obc_pwm_pwr,'-807464972',eps_get_config,'',obc_update_status,'',set_state,'9310264222879360442 9150543258057768537 2026501170',0,7.241980314254761,444020.0,10680.0
com_set_node,'-998769857',gssb_set_burn_config,'-571760447 -371712574 -498492806 -267535900 76495000 -1422493436 -209565551',com_get_node,'',gssb_arm_auto,'1021246821',rw_set_speed,'-817542199 1915713053',obc_ident,'',gssb_get_model,'',gssb_burn,'',drp_clear_gnd_wdt,'',gssb_unlock_config,'-1625154590',0,7.458556175231934,444020.0,10664.0
fp_test_params,'-257615344 MXEPjQ4#= -1182301587',com_send_rpt,'642940235 HS',eps_get_hk,'',obc_ident,'',gssb_get_temp,'',com_set_node,'1445874546',gssb_pwr,'1875673627 1504998341',tm_send_last,'1307098398995698643 14723712845211168679',gssb_reset,'',obc_get_time,'-1081809242',0,7.311750173568726,444020.0,10584.0
obc_set_tle,'-1892965943 &fy-sEt',com_send_data,'~4',com_send_rpt,'1843052866 nfxSy=V!(',gssb_get_model,'',obc_debug,'-1700717',tm_send_all,'7370473072051536673 7090315594707460897',help,'',obc_pwm_pwr,'936681611',fp_show,'',obc_get_tle,'',0,7.437691926956177,444020.0,10612.0
com_get_config,'|X9@|!;5D',eps_get_hk,'',tm_send_status,'1906726280',fp_set_cmd,'837618464 -1279257933 -289862009 -406957946 -743267348 84444902 2140296327 383664519 Jt =',gssb_get_sun,'',eps_hard_reset,'',obc_set_pwm_duty,'697808178 -1585438202',com_reset_wdt,'-566596675',gssb_fss_set_config,'1976317441',gssb_fss_commit_config,'',-6,6.5396246910095215,444020.0,10488.0
obc_set_pwm_duty,'213333191 -290900030',gssb_get_status,'',test,"'\GL`A,q'",com_debug,'',drp_add_hrs_alive,'1307474051',eps_set_heater,'706698082 704944750',gssb_get_version,'',gssb_burn,'',gssb_get_status,'',drp_ebf,'493715105',0,7.27594256401062,444020.0,10884.0
obc_pwm_pwr,'1095660006',gssb_fss_get_sun,'',test,'',eps_get_config,'',com_set_config,"'""!>IIj mCc'",help,'',gssb_arm_auto,'-1111093230',drp_get_vars,'',obc_get_mem,'',gssb_get_uuid,'',0,7.294626474380493,444020.0,10664.0
gssb_set_burn_config,'1044450781 -498063967 694413268 -1145684731 -1736667289 1126025311 528478205',rw_get_current,'',obc_update_status,'',fp_set_cmd_dt,'-1317987751 525034789 -142040198 ( @/q*R}~@O',obc_get_time,'324934320',obc_set_tle,'-546490002 VM&lB[I>I3',com_send_tc,'319693239 oO\L^',test,'DpTH^',drp_add_hrs_alive,'176312463',gssb_commit_addr,'',-6,6.5200560092926025,444020.0,10644.0
fp_set_cmd_unix,'328019605 -1409591780 1844957709 ZQaC p{bn',drp_test_system_vars,'',fp_set_cmd_unix,'1438221371 594383248 -1071291640 y3 G9S#6!FC',obc_debug,'-438030407',eps_get_hk,'',gssb_get_version,'',gssb_unlock_config,'1645632691',com_get_node,'',gssb_msp_cal_temp,'-1606582834 -491829766',init_dummy_sensor,'',-6,6.493816614151001,444020.0,10772.0
tm_send_last,'3419760452478538139 14097411495815837869',obc_get_mem,'',gssb_get_uuid,'',gssb_antenna_release,'1179856685 1132606987 -1177218861 -1322475615',fp_del_cmd_unix,'1698842347',drp_clear_gnd_wdt,'',fp_set_cmd_unix,'1585583821 1012842553 1723430231 `RS H1@Kz',com_update_status,'',obc_get_sensors,'',tm_get_last,'4641084412234628927',-6,6.480885982513428,444020.0,10740.0
obc_set_tle,'-688403981 #X',obc_update_status,'',drp_add_hrs_alive,'409156858',gssb_pwr,'-447066523 1681195346',gssb_get_temp_int,'',com_ping,'666140583',gssb_antenna_release,'1228630560 573954 -1083583446 -848543521',tm_parse_status,'',gssb_burn,'',obc_reset_wdt,'',0,9.476857662200928,444020.0,10656.0
drp_ebf,'2141358356',obc_prop_tle,'4641292830349396880',init_dummy_sensor,'',obc_update_status,'',obc_get_tle,'',fp_set_cmd,'1066748813 -2063107278 -1630754141 -1003728091 2089069750 -651023851 1558238489 97755040 g:%p2X1~= lrZ]K#h',fp_set_cmd,'324673697 1245288030 -2061605760 1626741013 -863043265 -317700102 -1638695451 -1246154733  ',gssb_get_model,'',gssb_get_temp,'',gssb_arm_manual,'1759783476',-6,6.571153163909912,444020.0,10856.0
com_update_status,'',tm_parse_status,'',gssb_pwr,'-467529402 1289640551',gssb_msp_cal_temp,'-25959356 1327077036',gssb_get_status,'',fp_set_cmd_unix,"'1582705084 -1739118026 1127904846 B& ,}T8'p~>'",fp_set_cmd_dt,'-1044901502 -1080665746 -113331020 /vdY{o8h Xc}:Q3|',gssb_get_version,'',com_send_tc,"'1796856501 fYW""'",gssb_update_status,'',-6,6.55005145072937,444020.0,10580.0
